fn,sn,x,y
85,1,263,115
85,1,267,116
85,1,271,122
85,1,277,123
85,1,276,128
85,1,264,127
85,1,267,130
85,1,270,133
85,1,264,131
85,1,260,129
85,1,258,123
85,1,253,125
85,1,226,123
85,1,212,117
85,1,211,117
85,1,211,132
85,1,218,151
85,1,222,169
85,1,225,179
85,1,226,180
85,1,320,180
85,1,320,0
86,0,0,0
86,0,0,180
86,0,140,180
86,0,141,150
86,0,142,6
86,0,129,0
86,0,15,0
86,0,3,5
86,0,3,0
86,1,158,0
86,1,158,180
86,1,169,180
86,1,169,171
86,1,175,155
86,1,176,142
86,1,167,123
86,1,167,114
86,1,166,112
86,1,166,89
86,1,167,82
86,1,172,78
86,1,176,67
86,1,173,62
86,1,168,55
86,1,168,47
86,1,170,41
86,1,176,36
86,1,178,35
86,1,185,35
86,1,191,37
86,1,193,42
86,1,198,50
86,1,199,66
86,1,196,70
86,1,196,72
86,1,189,72
86,1,191,78
86,1,195,80
86,1,199,80
86,1,201,85
86,1,209,97
86,1,217,101
86,1,228,101
86,1,248,108
86,1,252,108
86,1,252,106
86,1,258,108
86,1,261,105
86,1,266,106
86,1,270,111
86,1,275,113
86,1,276,116
86,1,263,116
86,1,267,120
86,1,269,122
86,1,258,119
86,1,257,114
86,1,252,117
86,1,228,118
86,1,216,114
86,1,211,114
86,1,211,132
86,1,218,148
86,1,225,174
86,1,227,180
86,1,320,180
86,1,320,0
87,0,0,0
87,0,0,180
87,0,162,180
87,0,162,8
87,0,143,0
87,0,51,0
87,0,29,9
87,0,29,0
87,1,176,0
87,1,176,36
87,1,185,37
87,1,190,42
87,1,195,50
87,1,196,59
87,1,196,68
87,1,193,72
87,1,187,73
87,1,189,79
87,1,197,84
87,1,204,93
87,1,214,98
87,1,228,98
87,1,246,102
87,1,249,102
87,1,249,99
87,1,255,100
87,1,259,96
87,1,263,98
87,1,266,102
87,1,272,102
87,1,273,106
87,1,271,106
87,1,271,108
87,1,260,108
87,1,263,111
87,1,267,113
87,1,259,112
87,1,255,109
87,1,249,111
87,1,230,114
87,1,221,113
87,1,211,112
87,1,210,117
87,1,211,119
87,1,219,120
87,1,218,126
87,1,212,124
87,1,210,123
87,1,211,133
87,1,219,151
87,1,228,180
87,1,320,180
87,1,320,0
88,0,0,0
88,0,0,180
88,0,170,180
88,0,174,163
88,0,174,144
88,0,164,126
88,0,161,105
88,0,161,84
88,0,168,79
88,0,170,69
88,0,162,59
88,0,163,46
88,0,168,41
88,0,171,39
88,0,182,38
88,0,182,10
88,0,157,0
88,0,82,0
88,0,56,12
88,0,54,13
88,0,54,0
88,1,193,0
88,1,193,26
88,1,194,86
88,1,199,92
88,1,212,97
88,1,221,95
88,1,245,98
88,1,245,94
88,1,251,95
88,1,253,90
88,1,259,92
88,1,263,96
88,1,268,97
88,1,268,102
88,1,257,102
88,1,258,104
88,1,264,105
88,1,264,108
88,1,253,105
88,1,250,103
88,1,247,106
88,1,228,111
88,1,227,114
88,1,228,117
88,1,218,116
88,1,209,118
88,1,209,133
88,1,220,156
88,1,228,180
88,1,320,180
88,1,320,0
89,0,0,0
89,0,0,180
89,0,169,180
89,0,171,173
89,0,172,167
89,0,172,148
89,0,165,134
89,0,160,124
89,0,157,105
89,0,157,85
89,0,166,80
89,0,167,70
89,0,159,61
89,0,160,49
89,0,162,45
89,0,169,41
89,0,178,41
89,0,183,44
89,0,190,54
89,0,191,71
89,0,190,76
89,0,181,76
89,0,184,83
89,0,193,90
89,0,198,93
89,0,203,94
89,0,203,51
89,0,202,11
89,0,171,0
89,0,109,0
89,0,77,16
89,0,78,11
89,0,78,0
89,1,210,0
89,1,211,55
89,1,212,93
89,1,240,94
89,1,241,90
89,1,247,91
89,1,250,87
89,1,255,88
89,1,258,91
89,1,265,92
89,1,266,97
89,1,255,98
89,1,255,100
89,1,262,101
89,1,262,104
89,1,250,101
89,1,246,99
89,1,241,103
89,1,235,105
89,1,234,107
89,1,222,109
89,1,216,113
89,1,213,117
89,1,213,141
89,1,215,149
89,1,223,169
89,1,226,179
89,1,227,180
89,1,320,180
89,1,320,0
90,0,0,0
90,0,0,180
90,0,168,180
90,0,170,160
90,0,168,146
90,0,157,126
90,0,153,104
90,0,153,92
90,0,154,84
90,0,157,82
90,0,163,80
90,0,164,79
90,0,164,70
90,0,157,63
90,0,158,46
90,0,164,44
90,0,167,42
90,0,174,42
90,0,180,43
90,0,182,47
90,0,187,54
90,0,189,76
90,0,179,77
90,0,182,84
90,0,191,90
90,0,197,92
90,0,204,91
90,0,206,90
90,0,223,90
90,0,223,72
90,0,221,12
90,0,186,0
90,0,133,0
90,0,108,13
90,0,101,17
90,0,100,0
90,1,227,0
90,1,227,27
90,1,229,90
90,1,236,90
90,1,237,87
90,1,244,88
90,1,248,83
90,1,253,84
90,1,257,87
90,1,264,88
90,1,265,93
90,1,255,94
90,1,254,96
90,1,261,97
90,1,261,100
90,1,259,99
90,1,250,98
90,1,245,93
90,1,243,92
90,1,239,98
90,1,230,101
90,1,230,122
90,1,232,180
90,1,320,180
90,1,320,0
90,2,222,105
90,2,216,116
90,2,204,124
90,2,204,134
90,2,214,152
90,2,220,167
90,2,223,179
90,2,226,180
90,2,224,107
90,3,203,106
90,3,204,110
90,3,211,110
90,3,214,109
90,3,214,107
90,4,214,106
91,0,0,0
91,0,0,180
91,0,164,180
91,0,166,166
91,0,166,152
91,0,164,142
91,0,154,124
91,0,150,103
91,0,150,91
91,0,152,80
91,0,162,78
91,0,161,68
91,0,156,62
91,0,157,47
91,0,166,42
91,0,176,43
91,0,184,54
91,0,186,62
91,0,188,74
91,0,179,75
91,0,178,78
91,0,181,83
91,0,184,85
91,0,195,86
91,0,201,84
91,0,232,84
91,0,241,81
91,0,241,57
91,0,239,12
91,0,210,3
91,0,200,0
91,0,154,0
91,0,125,16
91,0,120,19
91,0,121,14
91,0,121,0
91,1,242,0
91,1,243,34
91,1,245,79
91,1,247,78
91,1,253,78
91,1,257,81
91,1,265,82
91,1,266,87
91,1,253,89
91,1,253,90
91,1,262,91
91,1,262,94
91,1,249,92
91,1,246,90
91,1,246,111
91,1,249,180
91,1,320,180
91,1,320,0
91,2,241,86
91,2,239,89
91,2,242,89
91,3,237,89
91,4,238,93
91,4,231,95
91,4,225,103
91,4,221,111
91,4,209,119
91,4,202,120
91,4,201,125
91,4,203,135
91,4,212,154
91,4,216,165
91,4,219,179
91,4,220,180
91,4,245,180
91,4,245,164
91,4,243,111
91,4,242,93
91,5,223,95
91,6,220,96
91,6,210,99
91,6,199,100
91,6,201,107
91,6,204,108
91,6,219,104
91,6,223,96
92,0,0,0
92,0,0,180
92,0,160,180
92,0,162,160
92,0,162,147
92,0,160,137
92,0,151,119
92,0,147,92
92,0,149,80
92,0,149,75
92,0,158,75
92,0,161,74
92,0,161,68
92,0,156,62
92,0,156,50
92,0,158,46
92,0,164,41
92,0,177,41
92,0,179,45
92,0,184,52
92,0,187,71
92,0,179,72
92,0,177,73
92,0,178,78
92,0,187,79
92,0,196,76
92,0,229,76
92,0,241,74
92,0,247,70
92,0,253,70
92,0,258,73
92,0,258,55
92,0,256,12
92,0,240,7
92,0,214,0
92,0,172,0
92,0,143,17
92,0,140,19
92,0,139,0
92,1,256,0
92,1,259,66
92,1,260,73
92,1,268,74
92,1,266,78
92,1,260,80
92,1,260,83
92,1,263,83
92,1,263,85
92,1,260,87
92,1,264,174
92,1,265,180
92,1,320,180
92,1,320,0
92,2,237,79
92,2,230,83
92,2,202,91
92,2,196,92
92,2,202,100
92,2,205,101
92,2,225,97
92,2,232,89
92,2,238,86
92,2,248,84
92,2,243,79
92,3,255,81
92,3,259,83
92,3,259,81
92,4,250,86
92,4,245,88
92,4,237,90
92,4,231,98
92,4,227,104
92,4,214,111
92,4,204,112
92,4,201,112
92,4,199,115
92,4,199,131
92,4,206,147
92,4,211,163
92,4,214,180
92,4,263,180
92,4,263,164
92,4,260,99
92,4,259,86
93,0,0,0
93,0,0,180
93,0,155,180
93,0,156,162
93,0,158,153
93,0,158,138
93,0,156,130
93,0,149,113
93,0,147,96
93,0,147,83
93,0,149,74
93,0,149,70
93,0,162,70
93,0,163,66
93,0,157,58
93,0,156,55
93,0,158,46
93,0,163,40
93,0,177,38
93,0,179,43
93,0,184,50
93,0,186,67
93,0,180,69
93,0,181,71
93,0,190,68
93,0,233,68
93,0,246,63
93,0,253,63
93,0,258,66
93,0,266,66
93,0,269,69
93,0,267,69
93,0,267,71
93,0,256,74
93,0,254,76
93,0,264,76
93,0,264,79
93,0,249,79
93,0,247,75
93,0,242,72
93,0,234,72
93,0,200,83
93,0,194,84
93,0,199,89
93,0,205,92
93,0,210,91
93,0,232,90
93,0,242,84
93,0,245,82
93,0,261,81
93,0,261,83
93,0,254,85
93,0,245,86
93,0,236,93
93,0,233,96
93,0,217,102
93,0,201,103
93,0,199,112
93,0,197,117
93,0,196,128
93,0,202,146
93,0,206,164
93,0,209,180
93,0,320,180
93,0,320,0
93,0,269,0
93,0,270,11
93,0,244,4
93,0,228,0
93,0,188,0
93,0,168,12
93,0,157,19
93,0,156,0
94,0,0,0
94,0,0,180
94,0,151,180
94,0,152,158
94,0,155,146
94,0,155,129
94,0,148,108
94,0,147,98
94,0,147,81
94,0,151,69
94,0,151,66
94,0,164,66
94,0,164,63
94,0,159,57
94,0,160,47
94,0,163,40
94,0,175,37
94,0,177,37
94,0,186,50
94,0,187,52
94,0,188,61
94,0,195,62
94,0,228,62
94,0,244,58
94,0,251,59
94,0,254,62
94,0,265,62
94,0,265,66
94,0,256,69
94,0,251,71
94,0,251,72
94,0,259,73
94,0,260,75
94,0,250,75
94,0,244,74
94,0,242,70
94,0,237,68
94,0,222,69
94,0,205,75
94,0,198,78
94,0,199,80
94,0,211,83
94,0,218,82
94,0,240,83
94,0,249,79
94,0,258,79
94,0,268,81
94,0,268,83
94,0,257,84
94,0,250,83
94,0,236,89
94,0,221,93
94,0,213,93
94,0,203,98
94,0,201,104
94,0,199,110
94,0,197,112
94,0,195,121
94,0,195,131
94,0,200,156
94,0,203,177
94,0,204,180
94,0,320,180
94,0,320,0
94,0,281,0
94,0,281,10
94,0,266,6
94,0,240,0
94,0,201,0
94,0,178,15
94,0,172,19
94,0,171,0
95,0,5,0
95,0,0,63
95,0,0,180
95,0,148,180
95,0,149,156
95,0,153,144
95,0,154,127
95,0,148,106
95,0,147,94
95,0,148,78
95,0,154,66
95,0,154,64
95,0,166,64
95,0,162,58
95,0,163,48
95,0,164,40
95,0,173,38
95,0,177,37
95,0,183,42
95,0,188,49
95,0,189,59
95,0,218,59
95,0,231,57
95,0,241,57
95,0,245,61
95,0,255,61
95,0,253,66
95,0,242,70
95,0,243,72
95,0,248,72
95,0,248,75
95,0,238,74
95,0,234,73
95,0,233,69
95,0,229,68
95,0,210,67
95,0,198,74
95,0,198,75
95,0,213,77
95,0,220,76
95,0,225,75
95,0,234,76
95,0,249,76
95,0,258,74
95,0,264,74
95,0,269,79
95,0,273,82
95,0,273,86
95,0,264,84
95,0,260,81
95,0,244,82
95,0,231,88
95,0,222,88
95,0,210,93
95,0,204,98
95,0,201,108
95,0,197,112
95,0,193,127
95,0,199,175
95,0,200,180
95,0,320,180
95,0,320,0
95,0,290,0
95,0,291,9
95,0,265,3
95,0,251,0
95,0,213,0
95,0,184,19
95,0,184,0
96,0,18,0
96,0,17,2
96,0,5,174
96,0,5,180
96,0,146,180
96,0,147,157
96,0,152,145
96,0,153,137
96,0,153,125
96,0,148,106
96,0,148,85
96,0,149,77
96,0,157,65
96,0,167,65
96,0,165,61
96,0,166,45
96,0,169,42
96,0,178,39
96,0,182,42
96,0,184,42
96,0,186,47
96,0,189,51
96,0,190,61
96,0,220,59
96,0,227,59
96,0,232,62
96,0,233,64
96,0,239,66
96,0,239,70
96,0,237,71
96,0,243,72
96,0,275,73
96,0,277,74
96,0,278,82
96,0,278,86
96,0,276,88
96,0,276,90
96,0,271,88
96,0,270,83
96,0,261,80
96,0,251,79
96,0,238,85
96,0,226,86
96,0,214,91
96,0,205,99
96,0,201,111
96,0,197,115
96,0,193,127
96,0,195,160
96,0,197,180
96,0,320,180
96,0,320,0
96,0,298,0
96,0,299,8
96,0,259,0
96,0,222,0
96,0,199,16
96,0,194,19
96,0,194,0
96,1,201,68
96,1,197,73
96,1,220,74
96,1,220,72
96,1,204,69
97,0,27,0
97,0,24,41
97,0,15,180
97,0,145,180
97,0,146,176
97,0,147,162
97,0,152,148
97,0,153,146
97,0,154,130
97,0,148,108
97,0,147,95
97,0,149,79
97,0,156,70
97,0,160,68
97,0,169,70
97,0,167,65
97,0,167,46
97,0,179,43
97,0,185,47
97,0,189,54
97,0,189,67
97,0,196,68
97,0,214,69
97,0,217,71
97,0,218,75
97,0,231,75
97,0,236,73
97,0,262,74
97,0,284,78
97,0,286,80
97,0,285,85
97,0,279,89
97,0,280,92
97,0,276,90
97,0,275,86
97,0,261,80
97,0,251,83
97,0,241,87
97,0,228,88
97,0,216,92
97,0,206,101
97,0,202,113
97,0,198,117
97,0,194,129
97,0,194,146
97,0,195,169
97,0,196,180
97,0,320,180
97,0,320,0
97,0,305,0
97,0,305,8
97,0,281,3
97,0,265,0
97,0,230,0
97,0,211,13
97,0,203,19
97,0,202,0
97,1,274,83
97,2,275,84
98,0,34,0
98,0,33,6
98,0,23,165
98,0,23,180
98,0,146,180
98,0,147,179
98,0,149,162
98,0,154,150
98,0,154,132
98,0,148,113
98,0,146,100
98,0,148,84
98,0,152,76
98,0,156,73
98,0,161,75
98,0,168,79
98,0,170,73
98,0,167,64
98,0,168,53
98,0,172,49
98,0,179,47
98,0,185,50
98,0,189,58
98,0,188,81
98,0,193,80
98,0,195,79
98,0,204,79
98,0,224,81
98,0,233,81
98,0,238,79
98,0,268,81
98,0,290,86
98,0,291,91
98,0,287,94
98,0,284,95
98,0,284,98
98,0,280,95
98,0,280,92
98,0,271,90
98,0,265,87
98,0,259,88
98,0,245,93
98,0,230,94
98,0,216,98
98,0,207,104
98,0,203,117
98,0,198,122
98,0,195,132
98,0,195,159
98,0,196,180
98,0,320,180
98,0,320,0
98,0,309,0
98,0,309,8
98,0,267,0
98,0,236,0
98,0,217,13
98,0,209,19
98,0,208,0
98,1,278,90
98,1,279,92
99,0,38,0
99,0,37,4
99,0,27,166
99,0,27,180
99,0,149,180
99,0,151,166
99,0,155,155
99,0,155,142
99,0,150,125
99,0,145,110
99,0,145,101
99,0,147,86
99,0,152,79
99,0,158,81
99,0,165,84
99,0,168,84
99,0,170,80
99,0,169,73
99,0,168,70
99,0,168,61
99,0,169,55
99,0,179,51
99,0,185,54
99,0,188,61
99,0,188,85
99,0,192,87
99,0,195,86
99,0,208,87
99,0,229,91
99,0,236,90
99,0,240,89
99,0,287,96
99,0,292,98
99,0,293,103
99,0,288,108
99,0,289,113
99,0,284,110
99,0,282,103
99,0,279,102
99,0,279,104
99,0,266,99
99,0,256,101
99,0,245,104
99,0,228,104
99,0,214,107
99,0,206,111
99,0,203,121
99,0,198,127
99,0,195,137
99,0,195,149
99,0,197,180
99,0,320,180
99,0,320,0
99,0,311,0
99,0,311,7
99,0,312,9
99,0,287,4
99,0,264,0
99,0,240,0
99,0,223,12
99,0,213,19
99,0,212,18
99,0,211,0
100,0,39,0
100,0,38,2
100,0,27,180
100,0,151,180
100,0,153,168
100,0,155,161
100,0,155,150
100,0,153,139
100,0,149,129
100,0,147,132
100,0,146,137
100,0,144,136
100,0,143,131
100,0,138,130
100,0,139,117
100,0,134,112
100,0,137,107
100,0,143,99
100,0,144,92
100,0,148,86
100,0,156,87
100,0,159,88
100,0,168,88
100,0,170,84
100,0,169,76
100,0,168,73
100,0,169,60
100,0,170,58
100,0,179,55
100,0,183,57
100,0,186,57
100,0,188,66
100,0,188,74
100,0,187,88
100,0,192,94
100,0,199,94
100,0,228,102
100,0,241,102
100,0,271,110
100,0,289,112
100,0,292,115
100,0,291,124
100,0,290,127
100,0,288,127
100,0,287,131
100,0,282,127
100,0,280,118
100,0,276,115
100,0,262,114
100,0,240,116
100,0,232,114
100,0,223,114
100,0,208,116
100,0,205,117
100,0,202,126
100,0,198,130
100,0,195,141
100,0,195,158
100,0,197,180
100,0,320,180
100,0,320,0
100,0,311,0
100,0,311,7
100,0,312,10
100,0,262,1
100,0,256,0
100,0,242,0
100,0,224,13
100,0,213,21
100,0,212,0
101,0,38,0
101,0,37,5
101,0,26,177
101,0,26,180
101,0,152,180
101,0,155,165
101,0,154,149
101,0,151,139
101,0,144,122
101,0,140,124
101,0,139,126
101,0,126,130
101,0,127,138
101,0,122,134
101,0,120,135
101,0,122,139
101,0,122,147
101,0,121,152
101,0,118,152
101,0,119,144
101,0,114,148
101,0,113,150
101,0,108,150
101,0,109,143
101,0,107,138
101,0,107,132
101,0,120,121
101,0,129,111
101,0,136,109
101,0,145,93
101,0,147,91
101,0,158,93
101,0,168,91
101,0,170,85
101,0,168,78
101,0,168,70
101,0,170,62
101,0,176,59
101,0,182,60
101,0,186,62
101,0,188,72
101,0,187,82
101,0,187,92
101,0,194,100
101,0,207,104
101,0,228,113
101,0,241,115
101,0,266,125
101,0,283,130
101,0,286,130
101,0,286,137
101,0,283,145
101,0,279,146
101,0,277,149
101,0,273,142
101,0,273,132
101,0,270,129
101,0,241,127
101,0,231,125
101,0,225,123
101,0,209,122
101,0,203,123
101,0,201,130
101,0,198,133
101,0,194,146
101,0,194,163
101,0,196,178
101,0,197,180
101,0,320,180
101,0,320,0
101,0,310,0
101,0,310,10
101,0,311,12
101,0,298,9
101,0,246,0
101,0,242,1
101,0,225,13
101,0,212,22
101,0,211,0
102,0,37,0
102,0,35,21
102,0,25,174
102,0,25,180
102,0,152,180
102,0,153,179
102,0,154,171
102,0,154,161
102,0,152,147
102,0,145,128
102,0,142,124
102,0,133,129
102,0,129,134
102,0,108,142
102,0,106,150
102,0,104,147
102,0,100,148
102,0,101,159
102,0,99,163
102,0,96,164
102,0,97,158
102,0,90,163
102,0,90,165
102,0,85,166
102,0,87,161
102,0,88,159
102,0,86,156
102,0,85,149
102,0,98,139
102,0,106,132
102,0,118,120
102,0,127,116
102,0,139,103
102,0,145,96
102,0,155,97
102,0,167,94
102,0,169,91
102,0,168,83
102,0,167,74
102,0,169,64
102,0,175,62
102,0,181,63
102,0,186,64
102,0,187,72
102,0,187,82
102,0,186,87
102,0,186,95
102,0,194,104
102,0,205,108
102,0,223,118
102,0,227,121
102,0,239,124
102,0,257,136
102,0,268,145
102,0,273,147
102,0,272,154
102,0,270,158
102,0,270,160
102,0,265,161
102,0,265,156
102,0,262,160
102,0,262,164
102,0,260,163
102,0,258,154
102,0,260,144
102,0,259,142
102,0,250,139
102,0,229,135
102,0,219,130
102,0,201,127
102,0,201,133
102,0,197,137
102,0,193,150
102,0,192,163
102,0,195,180
102,0,320,180
102,0,320,0
102,0,308,0
102,0,309,13
102,0,248,2
102,0,241,2
102,0,225,14
102,0,211,24
102,0,210,2
102,0,209,0
102,1,97,156
103,0,36,0
103,0,34,22
103,0,24,172
103,0,24,180
103,0,153,180
103,0,153,162
103,0,151,148
103,0,144,128
103,0,143,126
103,0,138,127
103,0,126,133
103,0,119,139
103,0,98,146
103,0,93,154
103,0,93,156
103,0,91,156
103,0,90,152
103,0,86,154
103,0,86,161
103,0,81,167
103,0,79,168
103,0,80,164
103,0,75,166
103,0,72,169
103,0,69,170
103,0,72,165
103,0,73,162
103,0,72,157
103,0,77,152
103,0,94,140
103,0,101,133
103,0,109,126
103,0,114,123
103,0,121,120
103,0,131,111
103,0,144,99
103,0,158,99
103,0,167,96
103,0,168,95
103,0,168,88
103,0,166,75
103,0,168,66
103,0,177,64
103,0,185,67
103,0,187,76
103,0,186,85
103,0,185,93
103,0,187,99
103,0,194,107
103,0,204,110
103,0,218,120
103,0,225,126
103,0,234,129
103,0,247,143
103,0,251,152
103,0,254,159
103,0,253,169
103,0,254,171
103,0,247,170
103,0,246,167
103,0,245,167
103,0,245,173
103,0,242,173
103,0,241,161
103,0,243,155
103,0,243,149
103,0,239,150
103,0,239,146
103,0,223,141
103,0,218,136
103,0,204,131
103,0,201,131
103,0,199,137
103,0,196,142
103,0,192,154
103,0,191,167
103,0,194,180
103,0,320,180
103,0,320,0
103,0,307,0
103,0,308,15
103,0,300,13
103,0,244,3
103,0,240,4
103,0,221,17
103,0,210,25
103,0,209,5
103,0,208,0
104,0,35,0
104,0,33,23
104,0,23,169
104,0,23,180
104,0,152,180
104,0,152,161
104,0,151,150
104,0,143,126
104,0,137,127
104,0,123,133
104,0,115,139
104,0,90,147
104,0,90,149
104,0,85,151
104,0,83,155
104,0,79,152
104,0,77,154
104,0,75,161
104,0,71,163
104,0,68,165
104,0,63,166
104,0,59,168
104,0,61,164
104,0,64,162
104,0,67,155
104,0,72,151
104,0,87,142
104,0,100,131
104,0,110,124
104,0,119,121
104,0,133,109
104,0,144,100
104,0,155,101
104,0,166,98
104,0,168,96
104,0,167,90
104,0,165,80
104,0,166,73
104,0,168,68
104,0,173,65
104,0,185,67
104,0,187,80
104,0,185,88
104,0,185,97
104,0,192,105
104,0,195,109
104,0,205,112
104,0,219,124
104,0,223,129
104,0,230,131
104,0,232,137
104,0,236,145
104,0,237,151
104,0,233,166
104,0,236,173
104,0,228,171
104,0,227,174
104,0,225,175
104,0,224,159
104,0,227,153
104,0,227,151
104,0,223,151
104,0,224,147
104,0,216,142
104,0,214,138
104,0,203,133
104,0,201,133
104,0,199,139
104,0,196,143
104,0,191,159
104,0,190,167
104,0,194,180
104,0,320,180
104,0,320,0
104,0,306,0
104,0,306,10
104,0,307,16
104,0,245,5
104,0,239,5
104,0,223,17
104,0,209,27
104,0,208,8
104,0,207,0
104,1,227,150
104,2,67,163
105,0,34,0
105,0,31,38
105,0,22,167
105,0,22,180
105,0,152,180
105,0,152,166
105,0,150,148
105,0,143,124
105,0,138,125
105,0,119,133
105,0,112,138
105,0,88,145
105,0,79,149
105,0,72,152
105,0,68,157
105,0,59,162
105,0,56,162
105,0,61,157
105,0,66,152
105,0,74,147
105,0,88,139
105,0,105,126
105,0,111,123
105,0,119,120
105,0,137,106
105,0,146,100
105,0,157,101
105,0,167,98
105,0,168,95
105,0,164,80
105,0,165,74
105,0,168,68
105,0,172,65
105,0,185,67
105,0,186,76
105,0,186,85
105,0,184,92
105,0,186,99
105,0,194,107
105,0,195,109
105,0,206,113
105,0,216,123
105,0,222,131
105,0,226,132
105,0,226,150
105,0,218,151
105,0,214,153
105,0,212,160
105,0,215,163
105,0,218,165
105,0,214,166
105,0,210,164
105,0,210,167
105,0,208,167
105,0,208,151
105,0,212,146
105,0,214,144
105,0,209,143
105,0,210,138
105,0,201,133
105,0,199,139
105,0,196,144
105,0,190,164
105,0,191,172
105,0,194,180
105,0,320,180
105,0,320,0
105,0,304,0
105,0,305,14
105,0,306,18
105,0,286,14
105,0,241,6
105,0,236,8
105,0,218,21
105,0,208,28
105,0,206,0
106,0,33,0
106,0,28,66
106,0,20,180
106,0,151,180
106,0,152,168
106,0,150,148
106,0,146,134
106,0,144,125
106,0,141,122
106,0,118,132
106,0,112,136
106,0,85,145
106,0,69,153
106,0,59,158
106,0,55,159
106,0,57,155
106,0,69,148
106,0,81,141
106,0,91,136
106,0,102,128
106,0,111,123
106,0,119,120
106,0,137,107
106,0,145,101
106,0,159,101
106,0,167,98
106,0,167,92
106,0,165,92
106,0,164,83
106,0,163,78
106,0,167,68
106,0,172,65
106,0,184,66
106,0,186,77
106,0,186,85
106,0,184,92
106,0,186,99
106,0,196,109
106,0,206,111
106,0,208,115
106,0,216,124
106,0,221,131
106,0,223,133
106,0,221,140
106,0,216,144
106,0,206,139
106,0,201,140
106,0,199,142
106,0,199,151
106,0,202,154
106,0,203,157
106,0,198,155
106,0,195,152
106,0,192,159
106,0,190,168
106,0,193,180
106,0,320,180
106,0,320,0
106,0,303,0
106,0,304,19
106,0,243,8
106,0,237,8
106,0,219,21
106,0,206,30
106,0,206,13
106,0,205,0
106,1,202,134
107,0,32,0
107,0,23,121
107,0,19,176
107,0,19,180
107,0,151,180
107,0,152,177
107,0,152,166
107,0,150,146
107,0,146,129
107,0,141,123
107,0,137,124
107,0,122,130
107,0,114,135
107,0,87,144
107,0,66,153
107,0,58,155
107,0,58,152
107,0,62,148
107,0,74,143
107,0,82,139
107,0,92,135
107,0,110,123
107,0,120,120
107,0,133,110
107,0,145,101
107,0,158,102
107,0,167,98
107,0,167,93
107,0,165,90
107,0,163,79
107,0,167,69
107,0,171,66
107,0,184,67
107,0,187,83
107,0,185,89
107,0,185,97
107,0,190,102
107,0,198,109
107,0,207,112
107,0,217,124
107,0,221,130
107,0,220,138
107,0,215,140
107,0,213,141
107,0,205,136
107,0,203,133
107,0,201,138
107,0,197,146
107,0,191,165
107,0,192,175
107,0,193,180
107,0,320,180
107,0,320,0
107,0,302,0
107,0,302,10
107,0,303,21
107,0,278,16
107,0,240,9
107,0,235,10
107,0,217,23
107,0,206,31
107,0,204,0
108,0,31,0
108,0,18,174
108,0,18,180
108,0,152,180
108,0,152,155
108,0,149,139
108,0,147,129
108,0,142,125
108,0,137,126
108,0,123,131
108,0,115,136
108,0,90,143
108,0,75,149
108,0,63,151
108,0,60,152
108,0,58,148
108,0,61,147
108,0,62,145
108,0,74,142
108,0,78,139
108,0,91,136
108,0,107,126
108,0,114,123
108,0,121,121
108,0,138,108
108,0,145,103
108,0,159,103
108,0,168,99
108,0,168,94
108,0,166,93
108,0,164,84
108,0,164,78
108,0,167,69
108,0,171,67
108,0,178,67
108,0,185,68
108,0,187,80
108,0,188,84
108,0,185,91
108,0,186,99
108,0,197,108
108,0,208,111
108,0,217,121
108,0,221,128
108,0,220,136
108,0,215,138
108,0,210,137
108,0,205,135
108,0,200,142
108,0,192,167
108,0,193,178
108,0,194,180
108,0,320,180
108,0,320,0
108,0,300,0
108,0,302,22
108,0,242,11
108,0,235,11
108,0,215,25
108,0,205,32
108,0,203,0
108,1,204,134
109,0,30,0
109,0,17,171
109,0,17,180
109,0,152,180
109,0,153,171
109,0,153,158
109,0,152,147
109,0,148,131
109,0,143,127
109,0,134,130
109,0,122,135
109,0,116,138
109,0,93,143
109,0,76,148
109,0,60,148
109,0,60,144
109,0,62,143
109,0,61,141
109,0,75,140
109,0,75,138
109,0,79,137
109,0,92,136
109,0,113,125
109,0,122,123
109,0,141,109
109,0,146,105
109,0,161,104
109,0,168,101
109,0,168,95
109,0,166,92
109,0,165,79
109,0,168,70
109,0,173,68
109,0,186,69
109,0,187,78
109,0,188,81
109,0,188,88
109,0,186,92
109,0,187,100
109,0,198,109
109,0,209,110
109,0,220,122
109,0,222,126
109,0,224,126
109,0,221,134
109,0,216,137
109,0,211,135
109,0,207,134
109,0,204,140
109,0,201,145
109,0,193,170
109,0,194,180
109,0,320,180
109,0,320,0
109,0,299,0
109,0,300,17
109,0,301,24
109,0,277,19
109,0,238,12
109,0,233,13
109,0,216,25
109,0,203,34
109,0,203,22
109,0,202,0
110,0,30,0
110,0,29,1
110,0,16,169
110,0,16,180
110,0,152,180
110,0,153,171
110,0,153,149
110,0,150,134
110,0,146,130
110,0,140,131
110,0,120,139
110,0,110,141
110,0,88,144
110,0,81,145
110,0,69,145
110,0,67,144
110,0,60,144
110,0,60,140
110,0,62,139
110,0,62,135
110,0,77,137
110,0,76,134
110,0,85,134
110,0,95,135
110,0,115,127
110,0,124,126
110,0,134,118
110,0,147,107
110,0,160,106
110,0,169,102
110,0,169,96
110,0,167,95
110,0,165,82
110,0,169,72
110,0,173,69
110,0,187,70
110,0,188,80
110,0,189,88
110,0,187,93
110,0,187,100
110,0,191,104
110,0,202,106
110,0,203,109
110,0,211,109
110,0,213,113
110,0,226,126
110,0,225,134
110,0,220,136
110,0,215,135
